PostalCode,Province,City,Latitude,Longitude,AreaCode,TimeZone,DST
A1B 0M3,NL,St. John's,47.553781,-52.791991,709,-0330,Y
A1B 0M4,NL,St. John's,47.57502,-52.71156,709,-0330,Y
A1B 0M5,NL,St. John's,47.57502,-52.71156,709,-0330,Y
A1B 0M6,NL,St. John's,47.57502,-52.71156,709,-0330,Y
A1B 0M7,NL,St. John's,47.57502,-52.71156,709,-0330,Y
A1B 0M8,NL,St. John's,47.550801,-52.7899,709,-0330,Y
A1B 0M9,NL,St. John's,47.554,-52.79074,709,-0330,Y
A1B 0N1,NL,St. John's,47.555245,-52.791655,709,-0330,Y
A1B 0N2,NL,St. John's,47.555199,-52.791527,709,-0330,Y
A1B 0N3,NL,St. John's,47.555199,-52.791527,709,-0330,Y
A1B 0N6,NL,St. John's,47.545887,-52.801656,709,-0330,Y
A1B 0N7,NL,St. John's,47.54807,-52.799038,709,-0330,Y
A1B 0N8,NL,St. John's,47.54807,-52.799038,709,-0330,Y
A1B 0N9,NL,St. John's,47.564206,-52.707821,709,-0330,Y
A1B 0P1,NL,St. John's,47.564206,-52.707821,709,-0330,Y
A1B 0P2,NL,St. John's,47.57502,-52.71156,709,-0330,Y
A1B 0P3,NL,St. John's,47.57502,-52.71156,709,-0330,Y
A1B 0P4,NL,St. John's,47.57502,-52.71156,709,-0330,Y
A1B 0P5,NL,St. John's,47.57502,-52.71156,709,-0330,Y
A1B 0P6,NL,St. John's,47.570871,-52.729669,709,-0330,Y
A1B 0P7,NL,St. John's,47.550229,-52.784489,709,-0330,Y
A1B 0P8,NL,St. John's,47.550229,-52.784489,709,-0330,Y
A1B 0P9,NL,St. John's,47.544543,-52.804295,709,-0330,Y
A1B 0R1,NL,St. John's,47.542334,-52.802613,709,-0330,Y
A1B 0R2,NL,St. John's,47.542334,-52.802613,709,-0330,Y
A1B 0R3,NL,St. John's,47.542877,-52.802413,709,-0330,Y
A1B 0R4,NL,St. John's,47.542877,-52.802413,709,-0330,Y
A1B 0R5,NL,St. John's,47.543199,-52.802687,709,-0330,Y
A1B 0R6,NL,St. John's,47.543199,-52.802687,709,-0330,Y
A1B 0R7,NL,St. John's,47.544036,-52.802669,709,-0330,Y
A1B 0R8,NL,St. John's,47.544878,-52.803077,709,-0330,Y
A1B 0R9,NL,St. John's,47.544878,-52.803077,709,-0330,Y
A1B 0S1,NL,St. John's,47.54919,-52.785862,709,-0330,Y
A1B 0S2,NL,St. John's,47.55214,-52.787711,709,-0330,Y
A1B 0S3,NL,St. John's,47.55214,-52.787711,709,-0330,Y
A1B 0S4,NL,St. John's,47.57502,-52.71156,709,-0330,Y
A1B 0S5,NL,St. John's,47.57502,-52.71156,709,-0330,Y
A1B 0S6,NL,St. John's,47.545887,-52.801656,709,-0330,Y
A1B 0S8,NL,St. John's,47.57502,-52.71156,709,-0330,Y
A1B 0S9,NL,St. John's,47.543199,-52.802687,709,-0330,Y
A1B 0T1,NL,St. John's,47.543199,-52.802687,709,-0330,Y
A1B 0T2,NL,St. John's,47.555703,-52.782373,709,-0330,Y
A1B 0T4,NL,St. John's,47.555703,-52.782373,709,-0330,Y
A1B 0T6,NL,St. John's,47.555703,-52.782373,709,-0330,Y
A1B 0T7,NL,St. John's,47.555703,-52.782373,709,-0330,Y
A1B 0T8,NL,St. John's,47.555703,-52.782373,709,-0330,Y
A1B 0T9,NL,St. John's,47.555703,-52.782373,709,-0330,Y
A1B 0V1,NL,St. John's,47.555703,-52.782373,709,-0330,Y
A1B 0V2,NL,St. John's,47.555703,-52.782373,709,-0330,Y
A1B 1A1,NL,St. John's,47.555979,-52.766735,709,-0330,Y
A1B 1A2,NL,St. John's,47.57538,-52.709996,709,-0330,Y
A1B 1A3,NL,St. John's,47.57538,-52.709996,709,-0330,Y
A1B 1A4,NL,St. John's,47.570897,-52.721544,709,-0330,Y
A1B 1A5,NL,St. John's,47.570897,-52.721544,709,-0330,Y
A1B 1A6,NL,St. John's,47.556177,-52.741361,709,-0330,Y
A1B 1A8,NL,St. John's,47.555404,-52.745683,709,-0330,Y
A1B 1A9,NL,St. John's,47.55604,-52.750523,709,-0330,Y
A1B 1B1,NL,St. John's,47.563165,-52.730997,709,-0330,Y
A1B 1B2,NL,St. John's,47.563333,-52.732663,709,-0330,Y
A1B 1B3,NL,St. John's,47.563333,-52.732663,709,-0330,Y
A1B 1B4,NL,St. John's,47.563334,-52.736771,709,-0330,Y
A1B 1B5,NL,St. John's,47.563429,-52.738986,709,-0330,Y
A1B 1B6,NL,St. John's,47.563429,-52.738986,709,-0330,Y
A1B 1B7,NL,St. John's,47.563429,-52.738986,709,-0330,Y
A1B 1B8,NL,St. John's,47.563334,-52.736771,709,-0330,Y
A1B 1B9,NL,St. John's,47.563429,-52.738986,709,-0330,Y
A1B 1C1,NL,St. John's,47.563269,-52.740315,709,-0330,Y
A1B 1C2,NL,St. John's,47.562876,-52.742165,709,-0330,Y
A1B 1C3,NL,St. John's,47.562876,-52.742165,709,-0330,Y
A1B 1C4,NL,St. John's,47.561868,-52.745282,709,-0330,Y
A1B 1C5,NL,St. John's,47.554297,-52.747744,709,-0330,Y
A1B 1C6,NL,St. John's,47.550603,-52.751741,709,-0330,Y
A1B 1C7,NL,St. John's,47.573036,-52.716877,709,-0330,Y
A1B 1C8,NL,St. John's,47.573036,-52.716877,709,-0330,Y
A1B 1C9,NL,St. John's,47.572297,-52.718811,709,-0330,Y
A1B 1E1,NL,St. John's,47.571775,-52.720017,709,-0330,Y
A1B 1E2,NL,St. John's,47.56751,-52.728721,709,-0330,Y
A1B 1E3,NL,St. John's,47.56751,-52.728721,709,-0330,Y
A1B 1E4,NL,St. John's,47.565857,-52.73119,709,-0330,Y
A1B 1E5,NL,St. John's,47.563354,-52.735442,709,-0330,Y
A1B 1E6,NL,St. John's,47.561485,-52.736643,709,-0330,Y
A1B 1E7,NL,St. John's,47.561485,-52.736643,709,-0330,Y
A1B 1E8,NL,St. John's,47.560366,-52.740248,709,-0330,Y
A1B 1E9,NL,St. John's,47.560366,-52.740248,709,-0330,Y
A1B 1G1,NL,St. John's,47.559394,-52.743207,709,-0330,Y
A1B 1G2,NL,St. John's,47.559394,-52.743207,709,-0330,Y
A1B 1G3,NL,St. John's,47.562093,-52.73669,709,-0330,Y
A1B 1G4,NL,St. John's,47.561924,-52.73814,709,-0330,Y
A1B 1G5,NL,St. John's,47.561924,-52.73814,709,-0330,Y
A1B 1G6,NL,St. John's,47.560944,-52.740693,709,-0330,Y
A1B 1G7,NL,St. John's,47.560944,-52.740693,709,-0330,Y
A1B 1G8,NL,St. John's,47.560599,-52.742051,709,-0330,Y
A1B 1H1,NL,St. John's,47.562093,-52.73669,709,-0330,Y
A1B 1H2,NL,St. John's,47.561959,-52.741405,709,-0330,Y
A1B 1H4,NL,St. John's,47.558418,-52.747003,709,-0330,Y
A1B 1H5,NL,St. John's,47.558418,-52.747003,709,-0330,Y
A1B 1H6,NL,St. John's,47.557405,-52.749136,709,-0330,Y
A1B 1H7,NL,St. John's,47.558649,-52.748167,709,-0330,Y
A1B 1H8,NL,St. John's,47.558649,-52.748167,709,-0330,Y
A1B 1H9,NL,St. John's,47.559542,-52.748401,709,-0330,Y
A1B 1J1,NL,St. John's,47.559542,-52.748401,709,-0330,Y
A1B 1J2,NL,St. John's,47.558393,-52.751057,709,-0330,Y
A1B 1J3,NL,St. John's,47.558393,-52.751057,709,-0330,Y
A1B 1J4,NL,St. John's,47.575021,-52.713676,709,-0330,Y
A1B 1J5,NL,St. John's,47.576418,-52.709797,709,-0330,Y
A1B 1J6,NL,St. John's,47.576418,-52.709797,709,-0330,Y
A1B 1J7,NL,St. John's,47.571568,-52.722417,709,-0330,Y
A1B 1J8,NL,St. John's,47.571568,-52.722417,709,-0330,Y
A1B 1J9,NL,St. John's,47.570792,-52.724772,709,-0330,Y
A1B 1K1,NL,St. John's,47.570792,-52.724772,709,-0330,Y
A1B 1K2,NL,St. John's,47.570587,-52.728059,709,-0330,Y
A1B 1K3,NL,St. John's,47.569618,-52.729896,709,-0330,Y
A1B 1K4,NL,St. John's,47.569618,-52.729896,709,-0330,Y
A1B 1K5,NL,St. John's,47.567024,-52.73216,709,-0330,Y
A1B 1K6,NL,St. John's,47.567024,-52.73216,709,-0330,Y
A1B 1K7,NL,St. John's,47.566729,-52.734141,709,-0330,Y
A1B 1K8,NL,St. John's,47.564616,-52.736481,709,-0330,Y
A1B 1K9,NL,St. John's,47.564616,-52.736481,709,-0330,Y
A1B 1L1,NL,St. John's,47.563992,-52.736686,709,-0330,Y
A1B 1L2,NL,St. John's,47.563376,-52.738168,709,-0330,Y
A1B 1L3,NL,St. John's,47.575344,-52.715333,709,-0330,Y
A1B 1L4,NL,St. John's,47.577376,-52.710032,709,-0330,Y
A1B 1L5,NL,St. John's,47.577042,-52.712711,709,-0330,Y
A1B 1L6,NL,St. John's,47.577042,-52.712711,709,-0330,Y
A1B 1L7,NL,St. John's,47.579113,-52.713925,709,-0330,Y
A1B 1L8,NL,St. John's,47.579897,-52.713647,709,-0330,Y
A1B 1L9,NL,St. John's,47.580275,-52.713606,709,-0330,Y
A1B 1M1,NL,St. John's,47.576036,-52.715636,709,-0330,Y
A1B 1M2,NL,St. John's,47.575722,-52.716596,709,-0330,Y
A1B 1M3,NL,St. John's,47.575327,-52.717766,709,-0330,Y
A1B 1M4,NL,St. John's,47.574225,-52.719858,709,-0330,Y
A1B 1M5,NL,St. John's,47.574488,-52.719694,709,-0330,Y
A1B 1M6,NL,St. John's,47.573437,-52.720816,709,-0330,Y
A1B 1M7,NL,St. John's,47.573249,-52.721302,709,-0330,Y
A1B 1M8,NL,St. John's,47.572675,-52.722387,709,-0330,Y
A1B 1M9,NL,St. John's,47.572675,-52.722387,709,-0330,Y
A1B 1N1,NL,St. John's,47.571453,-52.725526,709,-0330,Y
A1B 1N2,NL,St. John's,47.571453,-52.725526,709,-0330,Y
A1B 1N3,NL,St. John's,47.578184,-52.710549,709,-0330,Y
A1B 1N4,NL,St. John's,47.578184,-52.710549,709,-0330,Y
A1B 1N5,NL,St. John's,47.577915,-52.711987,709,-0330,Y
A1B 1N6,NL,St. John's,47.577198,-52.717,709,-0330,Y
A1B 1N7,NL,St. John's,47.577111,-52.72021,709,-0330,Y
A1B 1N8,NL,St. John's,47.577111,-52.72021,709,-0330,Y
A1B 1N9,NL,St. John's,47.577384,-52.72157,709,-0330,Y
A1B 1P1,NL,St. John's,47.577384,-52.72157,709,-0330,Y
A1B 1P2,NL,St. John's,47.572784,-52.723784,709,-0330,Y
A1B 1P3,NL,St. John's,47.572784,-52.723784,709,-0330,Y
A1B 1P4,NL,St. John's,47.568725,-52.731936,709,-0330,Y
A1B 1P5,NL,St. John's,47.568725,-52.731936,709,-0330,Y
A1B 1P6,NL,St. John's,47.567558,-52.73352,709,-0330,Y
A1B 1P7,NL,St. John's,47.566709,-52.733758,709,-0330,Y
A1B 1P8,NL,St. John's,47.56541,-52.733925,709,-0330,Y
A1B 1P9,NL,St. John's,47.567558,-52.73352,709,-0330,Y
A1B 1R1,NL,St. John's,47.576689,-52.719698,709,-0330,Y
A1B 1R2,NL,St. John's,47.576689,-52.719698,709,-0330,Y
A1B 1R3,NL,St. John's,47.578401,-52.716218,709,-0330,Y
A1B 1R4,NL,St. John's,47.579098,-52.716507,709,-0330,Y
A1B 1R5,NL,St. John's,47.579098,-52.716507,709,-0330,Y
A1B 1R6,NL,St. John's,47.581729,-52.713859,709,-0330,Y
A1B 1R7,NL,St. John's,47.555981,-52.766733,709,-0330,Y
A1B 1R8,NL,St. John's,47.581729,-52.713859,709,-0330,Y
A1B 1R9,NL,St. John's,47.581729,-52.713859,709,-0330,Y
A1B 1S1,NL,St. John's,47.581729,-52.713859,709,-0330,Y
A1B 1S2,NL,St. John's,47.579469,-52.71806,709,-0330,Y
A1B 1S3,NL,St. John's,47.579469,-52.71806,709,-0330,Y
A1B 1S4,NL,St. John's,47.578476,-52.720196,709,-0330,Y
A1B 1S5,NL,St. John's,47.578885,-52.719306,709,-0330,Y
A1B 1S6,NL,St. John's,47.577384,-52.72157,709,-0330,Y
A1B 1S7,NL,St. John's,47.577384,-52.72157,709,-0330,Y
A1B 1S8,NL,St. John's,47.575619,-52.72348,709,-0330,Y
A1B 1S9,NL,St. John's,47.574278,-52.725271,709,-0330,Y
A1B 1T1,NL,St. John's,47.574683,-52.7247,709,-0330,Y
A1B 1T3,NL,St. John's,47.574278,-52.725271,709,-0330,Y
A1B 1T4,NL,St. John's,47.572606,-52.727557,709,-0330,Y
A1B 1T5,NL,St. John's,47.572606,-52.727557,709,-0330,Y
A1B 1T6,NL,St. John's,47.571264,-52.730129,709,-0330,Y
A1B 1T7,NL,St. John's,47.570115,-52.732261,709,-0330,Y
A1B 1T8,NL,St. John's,47.569643,-52.73311,709,-0330,Y
A1B 1T9,NL,St. John's,47.567255,-52.73573,709,-0330,Y
A1B 1V1,NL,St. John's,47.564327,-52.738957,709,-0330,Y
A1B 1V2,NL,St. John's,47.565588,-52.737656,709,-0330,Y
A1B 1V3,NL,St. John's,47.564327,-52.738957,709,-0330,Y
A1B 1V4,NL,St. John's,47.582678,-52.713605,709,-0330,Y
A1B 1V5,NL,St. John's,47.582678,-52.713605,709,-0330,Y
A1B 1V6,NL,St. John's,47.58071,-52.717623,709,-0330,Y
A1B 1V7,NL,St. John's,47.58071,-52.717623,709,-0330,Y
A1B 1V8,NL,St. John's,47.581233,-52.718132,709,-0330,Y
A1B 1V9,NL,St. John's,47.581233,-52.718132,709,-0330,Y
A1B 1W1,NL,St. John's,47.560927,-52.747776,709,-0330,Y
A1B 1W2,NL,St. John's,47.559062,-52.753221,709,-0330,Y
A1B 1W3,NL,St. John's,47.559062,-52.753221,709,-0330,Y
A1B 1W4,NL,St. John's,47.553172,-52.772819,709,-0330,Y
A1B 1W5,NL,St. John's,47.563697,-52.743166,709,-0330,Y
A1B 1W6,NL,St. John's,47.562439,-52.746513,709,-0330,Y
A1B 1W7,NL,St. John's,47.562439,-52.746513,709,-0330,Y
A1B 1W8,NL,St. John's,47.563746,-52.744915,709,-0330,Y
A1B 1W9,NL,St. John's,47.563746,-52.744915,709,-0330,Y
A1B 1X1,NL,St. John's,47.564283,-52.745618,709,-0330,Y
A1B 1X2,NL,St. John's,47.562931,-52.747924,709,-0330,Y
A1B 1X3,NL,St. John's,47.562931,-52.747924,709,-0330,Y
A1B 1X4,NL,St. John's,47.583327,-52.714931,709,-0330,Y
A1B 1X5,NL,St. John's,47.583327,-52.714931,709,-0330,Y
A1B 1X6,NL,St. John's,47.582051,-52.718212,709,-0330,Y
A1B 1X7,NL,St. John's,47.582051,-52.718212,709,-0330,Y
A1B 1X8,NL,St. John's,47.582113,-52.719438,709,-0330,Y
A1B 1X9,NL,St. John's,47.584169,-52.716752,709,-0330,Y
A1B 1Y1,NL,St. John's,47.583173,-52.718345,709,-0330,Y
A1B 1Y2,NL,St. John's,47.583173,-52.718345,709,-0330,Y
A1B 1Y3,NL,St. John's,47.584219,-52.714653,709,-0330,Y
A1B 1Y4,NL,St. John's,47.584169,-52.716752,709,-0330,Y
A1B 1Y5,NL,St. John's,47.584169,-52.716752,709,-0330,Y
A1B 1Y6,NL,St. John's,47.584588,-52.718854,709,-0330,Y
A1B 1Y7,NL,St. John's,47.585098,-52.716073,709,-0330,Y
A1B 1Y8,NL,St. John's,47.586044,-52.717019,709,-0330,Y
A1B 1Y9,NL,St. John's,47.586129,-52.717616,709,-0330,Y
A1B 1Z1,NL,St. John's,47.567163,-52.743323,709,-0330,Y
A1B 1Z2,NL,St. John's,47.565597,-52.745734,709,-0330,Y
A1B 1Z3,NL,St. John's,47.565597,-52.745734,709,-0330,Y
A1B 1Z4,NL,St. John's,47.569802,-52.739665,709,-0330,Y
A1B 1Z5,NL,St. John's,47.567922,-52.742161,709,-0330,Y
A1B 1Z6,NL,St. John's,47.567178,-52.742615,709,-0330,Y
A1B 1Z7,NL,St. John's,47.564484,-52.742881,709,-0330,Y
A1B 1Z8,NL,St. John's,47.564484,-52.742881,709,-0330,Y
A1B 1Z9,NL,St. John's,47.585424,-52.718017,709,-0330,Y
A1B 2A1,NL,St. John's,47.584588,-52.718854,709,-0330,Y
A1B 2A2,NL,St. John's,47.584588,-52.718854,709,-0330,Y
A1B 2A3,NL,St. John's,47.587824,-52.717677,709,-0330,Y
A1B 2A4,NL,St. John's,47.587824,-52.717677,709,-0330,Y
A1B 2A5,NL,St. John's,47.567137,-52.747639,709,-0330,Y
A1B 2A6,NL,St. John's,47.566058,-52.74882,709,-0330,Y
A1B 2A7,NL,St. John's,47.564496,-52.749332,709,-0330,Y
A1B 2A8,NL,St. John's,47.564496,-52.749332,709,-0330,Y
A1B 2A9,NL,St. John's,47.56394,-52.74958,709,-0330,Y
A1B 2B1,NL,St. John's,47.563163,-52.74978,709,-0330,Y
A1B 2B2,NL,St. John's,47.562466,-52.750036,709,-0330,Y
A1B 2B3,NL,St. John's,47.566617,-52.749358,709,-0330,Y
A1B 2B4,NL,St. John's,47.566617,-52.749358,709,-0330,Y
A1B 2B5,NL,St. John's,47.564081,-52.750396,709,-0330,Y
A1B 2B6,NL,St. John's,47.567309,-52.749787,709,-0330,Y
A1B 2B7,NL,St. John's,47.567309,-52.749787,709,-0330,Y
A1B 2B8,NL,St. John's,47.564156,-52.751967,709,-0330,Y
A1B 2B9,NL,St. John's,47.564156,-52.751967,709,-0330,Y
A1B 2C1,NL,St. John's,47.562952,-52.752439,709,-0330,Y
A1B 2C2,NL,St. John's,47.562585,-52.755586,709,-0330,Y
A1B 2C3,NL,St. John's,47.563377,-52.755198,709,-0330,Y
A1B 2C4,NL,St. John's,47.563377,-52.755198,709,-0330,Y
A1B 2C5,NL,St. John's,47.567455,-52.751124,709,-0330,Y
A1B 2C6,NL,St. John's,47.567455,-52.751124,709,-0330,Y
A1B 2C7,NL,St. John's,47.558013,-52.768903,709,-0330,Y
A1B 2C8,NL,St. John's,47.561136,-52.757182,709,-0330,Y
A1B 2C9,NL,St. John's,47.558013,-52.768903,709,-0330,Y
A1B 2E1,NL,St. John's,47.564558,-52.75676,709,-0330,Y
A1B 2E2,NL,St. John's,47.564558,-52.75676,709,-0330,Y
A1B 2E3,NL,St. John's,47.590358,-52.721091,709,-0330,Y
A1B 2E4,NL,St. John's,47.59037,-52.723858,709,-0330,Y
A1B 2E5,NL,St. John's,47.588132,-52.72848,709,-0330,Y
A1B 2E6,NL,St. John's,47.588529,-52.727256,709,-0330,Y
A1B 2E7,NL,St. John's,47.589033,-52.725437,709,-0330,Y
A1B 2E8,NL,St. John's,47.589549,-52.724122,709,-0330,Y
A1B 2E9,NL,St. John's,47.589549,-52.724122,709,-0330,Y
A1B 2G1,NL,St. John's,47.591167,-52.724762,709,-0330,Y
A1B 2G2,NL,St. John's,47.591167,-52.724762,709,-0330,Y
A1B 2G3,NL,St. John's,47.589561,-52.726245,709,-0330,Y
A1B 2G4,NL,St. John's,47.589334,-52.724569,709,-0330,Y
A1B 2G5,NL,St. John's,47.589747,-52.727327,709,-0330,Y
A1B 2G6,NL,St. John's,47.589747,-52.727327,709,-0330,Y
A1B 2G7,NL,St. John's,47.592262,-52.724333,709,-0330,Y
A1B 2G8,NL,St. John's,47.591598,-52.725402,709,-0330,Y
A1B 2G9,NL,St. John's,47.591598,-52.725402,709,-0330,Y
A1B 2H1,NL,St. John's,47.591289,-52.726203,709,-0330,Y
A1B 2H2,NL,St. John's,47.591289,-52.726203,709,-0330,Y
A1B 2H3,NL,St. John's,47.591289,-52.726203,709,-0330,Y
A1B 2H4,NL,St. John's,47.590327,-52.729523,709,-0330,Y
A1B 2H5,NL,St. John's,47.589968,-52.730855,709,-0330,Y
A1B 2H6,NL,St. John's,47.592145,-52.728532,709,-0330,Y
A1B 2H7,NL,St. John's,47.592145,-52.728532,709,-0330,Y
A1B 2H8,NL,St. John's,47.592074,-52.732503,709,-0330,Y
A1B 2H9,NL,St. John's,47.590733,-52.733261,709,-0330,Y
A1B 2J1,NL,St. John's,47.590355,-52.733222,709,-0330,Y
A1B 2J2,NL,St. John's,47.590355,-52.733222,709,-0330,Y
A1B 2J3,NL,St. John's,47.591161,-52.729951,709,-0330,Y
A1B 2J4,NL,St. John's,47.590677,-52.731011,709,-0330,Y
A1B 2J5,NL,St. John's,47.590748,-52.731639,709,-0330,Y
A1B 2J6,NL,St. John's,47.590719,-52.732369,709,-0330,Y
A1B 2J7,NL,St. John's,47.590719,-52.732369,709,-0330,Y
A1B 2J8,NL,St. John's,47.590355,-52.733222,709,-0330,Y
A1B 2J9,NL,St. John's,47.590355,-52.733222,709,-0330,Y
A1B 2K1,NL,St. John's,47.589968,-52.730855,709,-0330,Y
A1B 2K2,NL,St. John's,47.589968,-52.730855,709,-0330,Y
A1B 2K3,NL,St. John's,47.59155,-52.731673,709,-0330,Y
A1B 2K4,NL,St. John's,47.590719,-52.732369,709,-0330,Y
A1B 2K5,NL,St. John's,47.592224,-52.730424,709,-0330,Y
A1B 2K6,NL,St. John's,47.593061,-52.730342,709,-0330,Y
A1B 2K7,NL,St. John's,47.593489,-52.726148,709,-0330,Y
A1B 2K8,NL,St. John's,47.594517,-52.72915,709,-0330,Y
A1B 2K9,NL,St. John's,47.5936,-52.72914,709,-0330,Y
A1B 2L1,NL,St. John's,47.5936,-52.72914,709,-0330,Y
A1B 2L2,NL,St. John's,47.596754,-52.730187,709,-0330,Y
A1B 2L3,NL,St. John's,47.59564,-52.731867,709,-0330,Y
A1B 2L4,NL,St. John's,47.574322,-52.709856,709,-0330,Y
A1B 2L5,NL,St. John's,47.575302,-52.7098,709,-0330,Y
A1B 2L6,NL,St. John's,47.576954,-52.709934,709,-0330,Y
A1B 2L7,NL,St. John's,47.577619,-52.710089,709,-0330,Y
A1B 2L8,NL,St. John's,47.577619,-52.710089,709,-0330,Y
A1B 2L9,NL,St. John's,47.578864,-52.710735,709,-0330,Y
A1B 2M1,NL,St. John's,47.578864,-52.710735,709,-0330,Y
A1B 2M2,NL,St. John's,47.580925,-52.71234,709,-0330,Y
A1B 2M3,NL,St. John's,47.581272,-52.712548,709,-0330,Y
A1B 2M4,NL,St. John's,47.582127,-52.713121,709,-0330,Y
A1B 2M5,NL,St. John's,47.582678,-52.713605,709,-0330,Y
A1B 2M6,NL,St. John's,47.583132,-52.713925,709,-0330,Y
A1B 2M7,NL,St. John's,47.583132,-52.713925,709,-0330,Y
A1B 2M8,NL,St. John's,47.583612,-52.714327,709,-0330,Y
A1B 2M9,NL,St. John's,47.584219,-52.714653,709,-0330,Y
A1B 2N1,NL,St. John's,47.584946,-52.714783,709,-0330,Y
A1B 2N2,NL,St. John's,47.587745,-52.715408,709,-0330,Y
A1B 2N3,NL,St. John's,47.588399,-52.716499,709,-0330,Y
A1B 2N4,NL,St. John's,47.589862,-52.71991,709,-0330,Y
A1B 2N5,NL,St. John's,47.590358,-52.721091,709,-0330,Y
A1B 2N6,NL,St. John's,47.590938,-52.722233,709,-0330,Y
A1B 2N7,NL,St. John's,47.592262,-52.724333,709,-0330,Y
A1B 2N8,NL,St. John's,47.593634,-52.725586,709,-0330,Y
A1B 2N9,NL,St. John's,47.595295,-52.726862,709,-0330,Y
A1B 2P1,NL,St. John's,47.573508,-52.710048,709,-0330,Y
A1B 2P2,NL,St. John's,47.57705,-52.714757,709,-0330,Y
A1B 2P3,NL,St. John's,47.57705,-52.714757,709,-0330,Y
A1B 2P4,NL,St. John's,47.577068,-52.71144,709,-0330,Y
A1B 2P5,NL,St. John's,47.577068,-52.71144,709,-0330,Y
A1B 2P6,NL,St. John's,47.579308,-52.712684,709,-0330,Y
A1B 2P7,NL,St. John's,47.579308,-52.712684,709,-0330,Y
A1B 2P8,NL,St. John's,47.580275,-52.713606,709,-0330,Y
A1B 2P9,NL,St. John's,47.574023,-52.714752,709,-0330,Y
A1B 2R1,NL,St. John's,47.574023,-52.714752,709,-0330,Y
A1B 2R2,NL,St. John's,47.576036,-52.715636,709,-0330,Y
A1B 2R3,NL,St. John's,47.576036,-52.715636,709,-0330,Y
A1B 2R4,NL,St. John's,47.577226,-52.715953,709,-0330,Y
A1B 2R5,NL,St. John's,47.577859,-52.716058,709,-0330,Y
A1B 2R6,NL,St. John's,47.578401,-52.716218,709,-0330,Y
A1B 2R7,NL,St. John's,47.579098,-52.716507,709,-0330,Y
A1B 2R8,NL,St. John's,47.583208,-52.716644,709,-0330,Y
A1B 2R9,NL,St. John's,47.582051,-52.718212,709,-0330,Y
A1B 2S1,NL,St. John's,47.582051,-52.718212,709,-0330,Y
A1B 2S2,NL,St. John's,47.575722,-52.716596,709,-0330,Y
A1B 2S3,NL,St. John's,47.575722,-52.716596,709,-0330,Y
A1B 2S4,NL,St. John's,47.575327,-52.717766,709,-0330,Y
A1B 2S5,NL,St. John's,47.575327,-52.717766,709,-0330,Y
A1B 2S6,NL,St. John's,47.574969,-52.718858,709,-0330,Y
A1B 2S7,NL,St. John's,47.574969,-52.718858,709,-0330,Y
A1B 2S8,NL,St. John's,47.574488,-52.719694,709,-0330,Y
A1B 2S9,NL,St. John's,47.574488,-52.719694,709,-0330,Y
A1B 2T1,NL,St. John's,47.574225,-52.719858,709,-0330,Y
A1B 2T2,NL,St. John's,47.574225,-52.719858,709,-0330,Y
A1B 2T3,NL,St. John's,47.572297,-52.718811,709,-0330,Y
A1B 2T4,NL,St. John's,47.573137,-52.720381,709,-0330,Y
A1B 2T5,NL,St. John's,47.572573,-52.720583,709,-0330,Y
A1B 2T6,NL,St. John's,47.572573,-52.720583,709,-0330,Y
A1B 2T7,NL,St. John's,47.579425,-52.719882,709,-0330,Y
A1B 2T8,NL,St. John's,47.579425,-52.719882,709,-0330,Y
A1B 2T9,NL,St. John's,47.579965,-52.720471,709,-0330,Y
A1B 2V1,NL,St. John's,47.579131,-52.725918,709,-0330,Y
A1B 2V2,NL,St. John's,47.579131,-52.725918,709,-0330,Y
A1B 2V3,NL,St. John's,47.577661,-52.722297,709,-0330,Y
A1B 2V4,NL,St. John's,47.577586,-52.723106,709,-0330,Y
A1B 2V5,NL,St. John's,47.577523,-52.724328,709,-0330,Y
A1B 2V6,NL,St. John's,47.577586,-52.723106,709,-0330,Y
A1B 2V7,NL,St. John's,47.577523,-52.724328,709,-0330,Y
A1B 2V8,NL,St. John's,47.577456,-52.725788,709,-0330,Y
A1B 2V9,NL,St. John's,47.577148,-52.727134,709,-0330,Y
A1B 2W1,NL,St. John's,47.576567,-52.723272,709,-0330,Y
A1B 2W2,NL,St. John's,47.576567,-52.723272,709,-0330,Y
A1B 2W3,NL,St. John's,47.576569,-52.724336,709,-0330,Y
A1B 2W4,NL,St. John's,47.576569,-52.724336,709,-0330,Y
A1B 2W5,NL,St. John's,47.576392,-52.725328,709,-0330,Y
A1B 2W6,NL,St. John's,47.576392,-52.725328,709,-0330,Y
A1B 2W7,NL,St. John's,47.574517,-52.724973,709,-0330,Y
A1B 2W8,NL,St. John's,47.576168,-52.726437,709,-0330,Y
A1B 2W9,NL,St. John's,47.576168,-52.726437,709,-0330,Y
A1B 2X1,NL,St. John's,47.573774,-52.722037,709,-0330,Y
A1B 2X2,NL,St. John's,47.573249,-52.721302,709,-0330,Y
A1B 2X3,NL,St. John's,47.573249,-52.721302,709,-0330,Y
A1B 2X4,NL,St. John's,47.570198,-52.720869,709,-0330,Y
A1B 2X5,NL,St. John's,47.570198,-52.720869,709,-0330,Y
A1B 2X6,NL,St. John's,47.570457,-52.723626,709,-0330,Y
A1B 2X7,NL,St. John's,47.570457,-52.723626,709,-0330,Y
A1B 2X8,NL,St. John's,47.571013,-52.724007,709,-0330,Y
A1B 2X9,NL,St. John's,47.571806,-52.724565,709,-0330,Y
